OperatorInfo;UsageTypeTitle;AddressInfo/Title;AddressInfo1;AddressInfo2;AddressInfo/Latitude;AddressInfo/Longitude;NumberOfPoints;ConnectionType;ConnectionAmps;ConnectionVoltage;ConnectionPowerKW
(Unknown Operator);(Unknown);Tres Cantos Mall;Av. de los Labradores, 9;;405994148;-3.70925E+14;4;CEE 7/4 - Schuko - Type F;10;230;2.3
(Unknown Operator);(Unknown);Eroski Berango;Sabino Arana Kalea, 50;;433703254;-2.99897E+14;1;CEE 7/4 - Schuko - Type F;12;230;2.76
(Unknown Operator);(Unknown);FAN Mallorca Shopping;Avenida Cardenal Rossel, s/n;;39554583;2.70452E+14;1;Mennekes (Type 2);;;
(Unknown Operator);(Unknown);Carrefour Talavera de la Reina;Antigua Carretera Nacional V, Km 104;;399627453;-47960243;4;CEE 7/4 - Schuko - Type F;16;230;3.68
(Business Owner at Location);Private - For Staff, Visitors or Customers;Nissan Arvesa Zaragoza;Avenida Alcalde Caballero, 50;;4.167E+14;-8.6045E+14;1;CHAdeMO;125;400;50
(Business Owner at Location);Public - Pay At Location;Estación de Servicio El Portazgo Zoilo RÃ­os Zaragoza;AutovÃ­a de LogroÃ±o Km. 0.300;;4.16603E+14;-9.25091E+13;1;CHAdeMO;130;380;50
(Business Owner at Location);Public;IKEA Puerto Venecia Zaragoza;Calle Teatro Malibrán, 30;;4.16074E+14;-8.91446E+14;2;Mennekes (Type 2);32;230;7.6
(Business Owner at Location);Public;Puerto Venecia Zaragoza. The Gallery.;Avenida Isla de Murano, 15;;4.16094E+14;-8.88012E+14;6;CEE 7/4 - Schuko - Type F;10;230;2.3
Fenie EnergÃ­a (Spain);Public - Membership Required;E.S. Quintanar del Rey;Calle PrÃ­ncipe, 169;;393310724;-1.9283E+14;2;Mennekes (Type 2);32;230;22
(Unknown Operator);Public - Notice Required;El Aljub Centro Comercial;Carrer Jacarilla, 7;;382623698;-7.20631E+14;2;Mennekes (Type 2);32;230;7
(Unknown Operator);(Unknown);Centro Comercial Parque Rioja;Camino de las Tejeras, 2;;424517453;-2.46623E+14;1;Mennekes (Type 2);16;400;11
(Unknown Operator);(Unknown);Media Markt Parking;Calle Aracne, 20;;404453176;-3.58937E+14;1;CEE 7/4 - Schuko - Type F;16;220;3.2
(Unknown Operator);Public - Membership Required;Plus Fresc Supermarket;Av. de Roma, 11;;41118671;1.24096E+14;1;Mennekes (Type 2);32;230;7.4
(Unknown Operator);Private - For Staff, Visitors or Customers;Santa Ãšrsula Lidl;Av. Las Palmeras, 2;;2842755;-1648819;2;Mennekes (Type 2);16;230;3.6
(Business Owner at Location);Public - Notice Required;Centro Comercial Aqua;Carrer de Menorca, 19;;39456555;-3.45856E+14;1;Mennekes (Type 2);16;230;3.68
(Business Owner at Location);Private - For Staff, Visitors or Customers;Centro Comercial Augusta;Avenida de Navarra, 180;;4.16593E+13;-9.2099E+14;2;CEE 7/4 - Schuko - Type F;10;230;2.3
(Business Owner at Location);Private - For Staff, Visitors or Customers;Hotel Augusta Spa Resort;Lugar PadriÃ±an, 25. Sanxenxo, Pontevedra.;;42405119;-8.80594E+14;2;CEE 3 Pin;16;230;3.7
(Unknown Operator);Public;Centro Comercial As Cancelas;Avenida do CamiÃ±o Francés, 3;;4.28891E+14;-8.52621E+14;2;Mennekes (Type 2);;;
(Unknown Operator);Public;Mercadona Ribadeo;Av. RÃ­a de Ribadeo;;4.35409E+14;-7.06352E+14;5;Mennekes (Type 2);;400;11
AMB (Ã€rea metropolitana de Barcelona);Public;AMB Electrolinera;Carrer Salvador Espriu;;4.13521E+14;2.12392E+14;1;CHAdeMO;;;50
(Unknown Operator);Public;Parking centro comercial Glorias;Av. Diagonal 208;;414050073;21925084;14;Mennekes (Type 2);32;230;7.4
Be Energised;Public - Membership Required;Calle Arcipreste Manuel Gonzalez GarcÃ­a, 2;Calle Arcipreste Manuel Gonzalez GarcÃ­a, 2;;372569244;-6.94962E+16;1;Europlug 2-Pin (CEE 7/16);16;230;3.5
(Unknown Operator);Public;Mercadona Ribadeo;Av. RÃ­a de Ribadeo s/n;;40463667;-374922;5;Mennekes (Type 2);;400;11
(Business Owner at Location);Privately Owned - Notice Required;Casa Rural Sixto;Calle de las Huertas 7;;4213086;-356947;1;Europlug 2-Pin (CEE 7/16);10;240;2.3
(Unknown Operator);(Unknown);Polideportivo de San Ignacio;Arturo Campión 8;;43280259;-2961079;2;Unknown;;;
(Unknown Operator);Public;Gasolinera CEPSA Cambrils;Carretera Montbrió del Camp, Km 2.2;;4.10862E+14;1.03681E+14;4;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Aparthotel Silver;Carrer de Bretón de los Herreros;la Vila de GrÃ cia;4.14021E+14;2.15113E+14;2;Mennekes (Type 2);15;240;3.6
Tesla Motors (Worldwide);Public - Membership Required;Parador de Cardona;Castell de Cardona;;41914318;168565;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial el Mirador de Jinamar;Autovia GC-1;;28032928;-15403263;2;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Parador de Nerja;Calle Almunecar;;3674998;-387133;1;Tesla (Model S onwards);32;400;22
(Unknown Operator);Public;Iglesia S. Joan;Diseminado Cas Ripolls, 2;;3907896;1.51137E+14;1;Mennekes (Type 2);;;6
(Unknown Operator);Public;PlaÃ§a de la Reina;PlaÃ§a de la Reina, 3;;395689847;2.64719E+14;2;Mennekes (Type 2);;;
Urbener EnergÃ­a;Public - Membership Required;Plaza Cortés de Aragón;Paseo de la Constitución, 2;;425699977;-5.51907E+14;2;CEE 7/4 - Schuko - Type F;;;3.7
(Unknown Operator);Public;Real Sitio de San Ildefonso;Calle Puertas Nuevas, 1;;4090162;-4.00838E+14;2;CHAdeMO;125;500;50
;Public - Membership Required;Passeig MarÃ­tim;Passeig MarÃ­tim, 21;;398888748;4.27495E+14;1;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Polideportivo Noja;Paseo MarÃ­timo, 1012;;4349072;-3.53421E+14;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Avenida Santander Centro Noja;Prol. Av. Santander, 2;;434806363;-3.52289E+14;2;Mennekes (Type 2);;;
(Unknown Operator);Public - Membership Required;Ajuntament de Ferreries;Carrer Villa Pepa, 22;;399858403;40144391;1;CEE 7/4 - Schuko - Type F;10;230;2.3
Tesla Motors (Worldwide);Public;Hotel Resort El Montico;Ctra. Burgos Salamanca, KM. 147;;415961869;-4.82349E+14;4;Tesla Supercharger;;;120
(Unknown Operator);Public - Membership Required;Ayuntamiento GandÃ­a;Av. Marqués de Campo, 15;;389699959;-1.78879E+14;1;CHAdeMO;110;500;50
(Unknown Operator);Public;Ingenia Servicios Oliva;Carrer de les Monges Clarisses, 1;;389172794;-1.16645E+14;1;Mennekes (Type 2);55;400;22
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial As Termas;Avenida Infanta Elena;;43036135;-7568784;2;Tesla (Model S onwards);32;230;14
POD Point (UK);Private - Restricted Access;Idiada Automotive Technology S.a.;P.i Albornarna;;41267292;15316487;3;Mennekes (Type 2);32;400;7
Tesla Motors (Worldwide);Public - Membership Required;Real Sociedad Hipica EspaÃ±ola Club de Campo;Carr. de Burgos;;40607861;-3590686;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial l'Illa Diagonal;Av. Diagonal;;41389153;2133131;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial Gran Via de Vigo;Calle Miradoiro;;42220889;-8724445;2;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Centro Comercial el Rosal;Avedidad de la Constitución;;42555696;-6603139;2;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;El Corte Ingles Centro Comercial Pozuelo;El Corte Ingles Centro Comercial Pozuelo;;40462721;-3806132;4;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel Crowne Plaza Barcelona;Avda Rius I Taulet 1-3;;41372697;2154707;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;HospederÃ­a Parque de MonfragÃ¼e;HospederÃ­a Parque de MonfragÃ¼e;;39780628;-601631;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;HospederÃ­a Mirador de Llerena;Calle Aurora;;38238637;-6014423;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;HospederÃ­a Conventual Sierra de Gata;Camino del Convento;;40216723;-6801861;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;HospederÃ­a Valle del Ambroz;Plaza del Hospital;;40272757;-585582;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Centro Comercial Anecblau;Avda Canal OlÃ­mpic;;41281867;1986067;2;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;HospederÃ­a Conventual de Alcántara;Carretera Poblado Iberdrola;;39720461;-6879159;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Apartamentos Turisiticos Embalse de Orellana;Cerro de la HerrerÃ­a;;38994926;-5526454;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;HospederÃ­a Puente de Alconetar;Plaza Constitucion;;39713497;-6549133;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;HospederÃ­a Valle del Jerte;Calle Ramon Cepeda;;40223586;-5747544;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;HospederÃ­a Hurdes Reales;Carretera Factoria;;40425736;-6143434;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Gran Hotel Miramar Malaga;Paseo Reding;;36720791;-4408227;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel Silken Al-Andalus Palace;Avenida de la Palmera;;37354207;-5980283;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel Termes Montbrio;Ctra T-310 Km10.5;;41118069;1004942;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Manzanares Supercharger;KM 173 Autovia de AndalucÃ­a Manzanares;;39006311;-3383035;4;Tesla Supercharger;;;120
Tesla Motors (Worldwide);Public - Membership Required;Granada Supercharger;Moraleda de Zafayona;;37181746;-3928561;10;Tesla Supercharger;;;120
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Parador de Vilalba;Calle Valeriano Valdesuso;;43297999;-7682793;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Centro Comercial Portal de la Marina;Avda. Costa Blanca;;38817446;21121;2;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Parador de Cangas de Onis;Monasterio de San Pedro de Villanueva;;43365785;-5150729;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;El Corte Ingles BahÃ­a Cadiz;Av. Las Cortes de Cádiz;;36520278;-62769444;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel Kempinski BahÃ­a Estepona;Ctra de Cadiz;;36436419;-510791;2;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Centro Comercial Puerto Venecia;Travesia de los Jardines Reales;;41607358;-887926;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Cerdanya Ecoresort - Hotel Muntanya & Spa;Carrer del Puig;;42378538;1738293;1;Tesla (Model S onwards);16;400;11
(Business Owner at Location);Private - For Staff, Visitors or Customers;Parking los Sitios;Calle Segismundo Moret;;41648544;-878338;6;Mennekes (Type 2. Tethered Connector);32;400;22
Tesla Motors (Worldwide);Public - Notice Required;Le Meridien Barcelona;Carrer Pintor Fortuny;;41383742;2170866;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Notice Required;Masqi, the Energy House;Camino la Mallaeta;;38720341;-638254;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Parador de Corias;Monasterio de San Juan Bautista de Corias;;43195577;-6543535;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Parador de Benicarlo;Avinguda del Papa Luna;;4041207;42781;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Parador de Limpias;Calle Fuente del Amor;;43358353;-3422443;1;Tesla (Model S onwards);32;230;9
Tesla Motors (Worldwide);Public - Membership Required;Sant Cugat Supercharger;15-17 Cami de Can Camps;;41498096;2072692;12;Tesla Supercharger;;;120
Tesla Motors (Worldwide);Public - Membership Required;El Corte Ingles Costa Mijas;CN-340;;36548481;-4632161;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel Nabia;Carretera Santuario de Chilla;;40180326;-5287387;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Restaurante Baratze - Camping Urrobi;Ctra. Pamplona - Valcarlos;;4297314;-1352134;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Healthouse Las Dunas Hotel and Spa;Healthouse Las Dunas Hotel and Spa;;36428306;-5143801;1;Mennekes (Type 2. Tethered Connector);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Hotel O CamiÃ±o;Hotel O CamiÃ±o;;42426223;-698854;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;El Corte Ingles C.C. León;El Corte Ingles C.C. León;;4259107;-5568884;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Los Naranjos Campo de Golf;Los Naranjos Campo de Golf;;36509707;-4979749;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Las Colinas Golf & Country Club;Las Colinas Golf & Country Club;;37930176;-805553;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel el Cruce;Hotel el Cruce;;39006986;-3383824;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Notice Required;Hotel Palacio Torre de Ruesga;Barrio de la Barcena;La Cavada-Ramales de la Victoria;432788904;-35262735;2;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Tordesillas Supercharger;KM 147 Ctra. Burgos Salamanca;;41515993;-4943107;8;Tesla Supercharger;;;120
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Casa Rural Apartamentos Jesuskoa;Barrio Oikia;;43281083;-2227904;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Ibis Budget Madrid Alcorcon Móstoles;TravesÃ­a de Móstoles;;40334283;-3853993;1;Tesla (Model S onwards);32;230;14
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel Dolce Sitges;Avda Cami de Miralpeix;;41229466;1772909;2;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Notice Required;Fairplay Hotel Golf & Spa Resort;Calle la Torre;;36334902;-5818848;1;Tesla (Model S onwards);32;230;17
Tesla Motors (Worldwide);Public - Membership Required;Parador el Saler;Avenida de los Pinares;;39320359;-302475;1;Tesla (Model S onwards);16;400;11
(Unknown Operator);Public;N-332;N-332;Lo Pagán;3.78237E+14;-8.09199E+14;9;Mennekes (Type 2. Tethered Connector);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Hotel World Resort;Carretera Nacional N-340;;3657684;-4583589;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;El Corte Ingles Puerto Banus;Av Ramon Areces;;36490589;-4951873;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Puente Romano Marbella;Bulevar Principe Alfonso Von Hohenlohe;;36503828;-4924701;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Aparcamiento Mirador de Santa Justa - Insur;Avda. Kansas City;;37390211;-5973704;1;Tesla (Model S onwards);32;400;22
(Unknown Operator);Public;Carrefour Parque Comercial Kinépolis;Calle Luis BuÃ±uel, s/n;;372147064;-3.61682E+14;1;CEE 7/4 - Schuko - Type F;16;220;3.5
(Unknown Operator);Public;Decathlon Centro Comercial;Calle Luis BuÃ±uel, 6;;37211392;-3.62137E+14;2;CEE 7/4 - Schuko - Type F;;220;
;Public;Ruano EnergÃ­a S.L.;Lugar Matoses, 23B;;388129;2.968E+14;1;Mennekes (Type 2);30;220;4
Fenie EnergÃ­a (Spain);Public - Membership Required;Fenie Asiecan Cantabria;Av. Los Soportales, 6;;433846142;-4.39925E+14;1;Mennekes (Type 2);32;230;7
(Unknown Operator);Public;Fábrica Nissan South Parking;Carrer Quatre, 87;;41333087;2.12258E+14;2;CHAdeMO;;;55
(Unknown Operator);Public - Notice Required;Nissan Fábrica Parking;Travessia es, 107;;413385484;21220065;3;CHAdeMO;;;50
(Unknown Operator);Private - Restricted Access;Los Desniveles Asociación de Vecinos;Calle RÃ­o de la Plata, 2A;;372793;-6.94325E+14;1;CEE 7/4 - Schuko - Type F;16;230;3.6
MELIB (ES);Public - Membership Required;MELIB PlaÃ§a de ParÃ­s;PlaÃ§a de ParÃ­s, 3;;39583711;2.649E+14;2;Mennekes (Type 2);;;
(Unknown Operator);(Unknown);Portuaria de Guixar;RÃºa Isaac Peral, 49;;4224013;-8.7157E+14;1;Mennekes (Type 2);;230;
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel Balneario Alhama de Aragon;Calle de San Roque;;41294603;-1896894;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Aparcamiento - Insur;Avenida Diego MartÃ­nez Barrios;;37374044;-5977101;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel Cortijo el Paraiso;Carretera de la Isleta del Moro;;36818334;-2066775;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Membership Required;Aparcamiento Cartuja - Insur;Calle Louis Braille;;37404967;-600574;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel B&B Viladecans;Av. Olof Palme;;4131027;2027422;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel Aigua Blava S.a;Platja de Fornells;;41938709;3215718;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Public - Membership Required;Aparcamiento Buenos Aires - Insur;Aparcamiento Buenos Aires;;37378084;-6000599;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Parador Hostal Dos Reis Catolicos;Praza Do Obradoiro;;42880932;-8545812;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;H10 Marina Barcelona;Av. del Bogatell;;41393367;2193207;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel la Laguna Spa & Golf;Avenida Antonio Quesada;;38049448;-711332;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Notice Required;B&B Hotel Valencia;Av d'Ausias March;;39445708;-368275;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;B&B Hotel Granada;Calle Luis Brunel;;37212124;-3618863;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel Akelarre (restaurante Akelarre);Paseo Padre Orcolaga;;43307147;-2043674;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel & Spa Arzuaga;Ctra. N.122 Aranda-Valladolid;;41628109;-4323816;1;Tesla (Model S onwards);32;230;9
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Casa Rural Mas del Joncar;Cami del Joncar;;42195105;3092235;1;Tesla (Model S onwards);32;230;9
Tesla Motors (Worldwide);Public - Membership Required;Caldes de Malavella Supercharger;KM 701 Carretera N-Ii;;41859029;2767237;10;Tesla Supercharger;;;120
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Consolación. A Delicious Hotel & Restaurant;Carretera Nacional Ii KM 96;;40802556;-42958;1;Tesla (Model S onwards);32;230;14
